Frequency_Hz,C3,C4,O1,O2,Fp1,Fp2,Cz,Pz
4.775000e+01,1.514762e+00,1.298606e+00,1.647093e-01,2.978908e-01,2.848594e+00,1.201913e+00,1.464482e+00,1.081645e+00
4.800000e+01,1.365673e+00,1.134823e+00,1.605269e-01,2.723891e-01,2.713055e+00,1.058902e+00,1.129791e+00,8.547361e-01
4.825000e+01,1.241204e+00,1.114273e+00,1.411428e-01,2.676118e-01,2.389183e+00,1.096506e+00,1.250578e+00,7.751994e-01
4.850000e+01,1.222551e+00,1.149198e+00,1.761092e-01,3.329043e-01,2.584739e+00,1.014418e+00,1.320557e+00,9.844342e-01
4.875000e+01,1.102966e+00,9.865919e-01,1.978940e-01,3.155818e-01,2.520875e+00,1.103118e+00,1.255985e+00,9.638792e-01
4.900000e+01,1.507556e+00,1.348875e+00,2.053578e-01,3.035972e-01,2.460998e+00,1.039791e+00,1.742125e+00,1.345174e+00
4.925000e+01,1.469282e+00,1.044684e+00,1.530165e-01,2.868240e-01,2.041721e+00,1.225011e+00,1.324574e+00,1.153121e+00
4.950000e+01,1.087994e+00,8.611828e-01,1.449334e-01,2.711516e-01,2.147847e+00,1.571976e+00,9.558035e-01,9.206137e-01
4.975000e+01,1.338269e+00,1.181827e+00,2.184089e-01,3.064617e-01,2.612328e+00,1.689217e+00,1.332724e+00,1.240580e+00
5.000000e+01,1.292885e+00,1.068568e+00,1.959385e-01,2.513174e-01,2.841110e+00,1.567167e+00,1.200461e+00,1.080670e+00
5.025000e+01,1.388620e+00,1.111088e+00,2.358578e-01,2.703342e-01,2.241271e+00,1.379792e+00,1.207705e+00,1.134287e+00
5.050000e+01,1.197184e+00,1.102028e+00,1.934836e-01,3.075753e-01,2.091587e+00,1.068704e+00,1.224777e+00,1.048034e+00
5.075000e+01,1.093822e+00,7.781507e-01,1.382818e-01,1.985726e-01,1.884233e+00,9.503990e-01,9.228288e-01,7.745352e-01
5.100000e+01,8.114187e-01,7.654115e-01,1.215039e-01,1.998434e-01,2.121262e+00,8.017799e-01,8.298680e-01,7.535485e-01
5.125000e+01,1.260773e+00,8.851827e-01,1.213505e-01,1.649350e-01,2.170807e+00,8.598191e-01,1.208466e+00,9.529901e-01
5.150000e+01,1.126087e+00,9.117047e-01,1.040166e-01,1.479396e-01,2.545951e+00,1.064966e+00,1.104716e+00,7.022925e-01
5.175000e+01,9.167165e-01,7.102473e-01,1.124358e-01,1.514152e-01,2.152195e+00,7.406557e-01,9.162333e-01,5.775056e-01
5.200000e+01,9.764650e-01,7.633657e-01,1.369407e-01,1.744907e-01,1.618959e+00,1.106997e+00,9.718362e-01,6.487602e-01
5.225000e+01,8.925393e-01,6.773498e-01,9.590067e-02,1.279421e-01,1.187387e+00,7.708105e-01,9.898822e-01,5.537819e-01
5.250000e+01,7.977199e-01,5.517655e-01,6.986970e-02,9.501752e-02,1.489324e+00,6.095306e-01,6.189648e-01,4.541504e-01
5.275000e+01,6.844627e-01,6.839389e-01,6.685289e-02,1.061023e-01,1.467507e+00,7.027749e-01,6.223316e-01,5.798310e-01
5.300000e+01,6.404238e-01,5.089675e-01,6.299743e-02,1.047712e-01,9.846862e-01,7.214029e-01,5.151569e-01,5.045880e-01
5.325000e+01,7.158320e-01,5.426643e-01,5.844643e-02,7.866670e-02,8.232197e-01,5.971969e-01,6.687271e-01,5.111772e-01
5.350000e+01,7.465575e-01,8.095024e-01,7.176096e-02,1.050983e-01,1.052312e+00,4.666694e-01,8.569547e-01,6.375673e-01
5.375000e+01,5.578110e-01,4.993869e-01,6.721524e-02,1.111612e-01,8.164032e-01,3.420507e-01,5.993475e-01,4.615282e-01
5.400000e+01,3.904269e-01,3.393181e-01,4.933895e-02,7.844033e-02,8.225099e-01,4.695839e-01,3.366997e-01,2.816344e-01
5.425000e+01,4.375239e-01,3.978219e-01,3.679569e-02,5.058360e-02,8.305553e-01,5.172280e-01,4.297329e-01,3.251426e-01
5.450000e+01,4.673294e-01,3.608758e-01,4.312578e-02,5.242444e-02,7.883804e-01,3.940097e-01,4.910415e-01,3.638438e-01
5.475000e+01,4.823302e-01,3.809319e-01,4.992950e-02,6.409288e-02,6.247959e-01,2.885893e-01,4.673597e-01,4.060908e-01
5.500000e+01,3.990824e-01,3.664660e-01,3.713997e-02,5.857156e-02,5.195091e-01,4.487027e-01,4.540160e-01,3.205210e-01
5.525000e+01,2.465796e-01,2.185725e-01,2.599135e-02,4.830571e-02,4.474513e-01,3.920586e-01,3.114226e-01,2.257348e-01
5.550000e+01,2.240847e-01,1.619413e-01,3.025815e-02,4.540644e-02,3.982298e-01,2.783759e-01,2.428207e-01,2.422101e-01
5.575000e+01,2.195299e-01,2.289007e-01,2.491802e-02,3.110489e-02,4.407598e-01,2.752170e-01,2.246873e-01,2.313557e-01
5.600000e+01,2.025231e-01,2.015768e-01,1.719834e-02,2.468787e-02,3.913271e-01,2.192523e-01,1.753289e-01,1.652574e-01
5.625000e+01,2.015333e-01,1.751825e-01,1.200779e-02,1.990487e-02,2.838392e-01,1.796132e-01,1.735645e-01,1.341198e-01
5.650000e+01,1.690381e-01,1.543749e-01,1.204060e-02,1.831334e-02,2.353072e-01,1.797560e-01,1.624950e-01,1.205804e-01
5.675000e+01,1.381226e-01,1.042637e-01,1.102034e-02,1.747488e-02,2.805121e-01,1.562743e-01,1.128406e-01,9.244283e-02
5.700000e+01,9.976754e-02,6.871496e-02,8.705100e-03,1.312774e-02,2.014104e-01,9.066222e-02,8.848690e-02,6.767203e-02
5.725000e+01,7.696558e-02,6.368606e-02,5.123720e-03,1.010970e-02,1.146667e-01,8.047832e-02,7.741096e-02,5.189920e-02
5.750000e+01,7.292629e-02,5.893727e-02,3.538833e-03,6.521402e-03,1.013254e-01,6.106104e-02,6.059267e-02,4.606398e-02
5.775000e+01,3.974157e-02,2.426323e-02,2.222650e-03,3.767668e-03,7.702405e-02,3.833745e-02,2.974230e-02,2.322275e-02
5.800000e+01,1.538142e-02,8.999262e-03,1.040607e-03,1.916832e-03,4.363572e-02,1.802344e-02,1.537745e-02,1.084506e-02
5.825000e+01,7.043749e-03,4.884489e-03,4.075683e-04,6.668027e-04,1.543319e-02,4.236357e-03,6.785862e-03,4.627413e-03
5.850000e+01,1.177210e-03,9.066414e-04,6.039565e-05,9.107163e-05,2.336319e-03,9.980183e-04,1.056675e-03,6.670152e-04
5.875000e+01,8.464848e-05,6.813070e-05,6.321396e-06,7.884454e-06,1.716137e-04,8.885492e-05,8.587047e-05,6.654836e-05
5.900000e+01,6.228857e-06,4.682998e-06,4.273575e-07,6.209914e-07,1.249607e-05,6.288148e-06,5.254476e-06,3.976003e-06
5.925000e+01,4.457273e-07,3.123083e-07,3.617937e-08,4.477874e-08,1.018304e-06,4.933382e-07,3.611014e-07,3.453921e-07
5.950000e+01,6.007322e-08,4.513912e-08,4.525285e-09,6.636696e-09,1.399090e-07,6.311731e-08,5.430258e-08,4.391594e-08
5.975000e+01,2.693938e-08,1.883830e-08,2.052807e-09,2.936772e-09,6.270824e-08,2.817504e-08,2.367685e-08,1.870450e-08
6.000000e+01,1.469597e-08,1.007169e-08,1.108542e-09,1.642009e-09,3.456787e-08,1.553775e-08,1.297328e-08,9.999894e-09
6.025000e+01,9.295246e-09,6.260433e-09,6.919593e-10,1.085393e-09,2.184849e-08,1.023054e-08,8.389478e-09,6.104345e-09
6.050000e+01,7.400728e-09,4.855388e-09,5.198180e-10,9.107866e-10,1.738308e-08,8.944738e-09,6.810123e-09,4.345292e-09
6.075000e+01,1.273903e-08,9.358340e-09,8.288906e-10,1.782679e-09,3.522460e-08,1.965754e-08,1.340212e-08,7.437098e-09
6.100000e+01,2.006799e-07,1.707435e-07,1.071987e-08,2.181891e-08,4.915932e-07,2.891444e-07,1.547836e-07,1.289137e-07
6.125000e+01,3.044917e-06,2.669291e-06,2.231421e-07,4.689741e-07,8.808484e-06,3.375052e-06,3.414950e-06,2.571941e-06
6.150000e+01,3.199209e-05,2.606550e-05,2.079026e-06,3.150591e-06,8.152564e-05,3.173449e-05,3.498069e-05,2.409410e-05
6.175000e+01,1.712753e-04,1.548643e-04,1.077512e-05,1.671306e-05,2.538298e-04,1.237822e-04,1.775927e-04,1.346459e-04
6.200000e+01,5.221858e-04,4.563635e-04,2.319850e-05,4.193873e-05,8.953215e-04,3.609561e-04,5.418885e-04,3.305932e-04
6.225000e+01,7.808363e-04,6.133028e-04,4.675125e-05,6.924582e-05,1.572668e-03,5.537940e-04,7.569605e-04,4.992408e-04
6.250000e+01,6.755427e-04,6.186265e-04,5.353714e-05,6.934305e-05,1.458149e-03,6.769173e-04,6.752232e-04,4.778771e-04
6.275000e+01,7.949768e-04,5.888667e-04,4.420047e-05,6.111240e-05,1.919705e-03,8.247677e-04,6.812551e-04,4.760785e-04
6.300000e+01,6.101301e-04,4.804087e-04,3.036040e-05,3.619641e-05,1.982873e-03,7.698137e-04,7.012716e-04,4.149100e-04
6.325000e+01,4.378857e-04,4.874483e-04,2.643488e-05,3.428630e-05,1.232789e-03,5.164989e-04,5.621904e-04,3.860739e-04
6.350000e+01,2.822123e-04,3.600267e-04,2.244804e-05,3.397856e-05,7.576224e-04,3.638631e-04,3.316922e-04,2.846539e-04
6.375000e+01,2.071863e-04,2.103829e-04,1.401622e-05,1.985854e-05,5.857741e-04,2.623313e-04,1.974834e-04,1.756758e-04
6.400000e+01,1.824831e-04,1.654274e-04,1.191925e-05,1.520532e-05,4.004337e-04,2.052449e-04,1.386350e-04,1.467355e-04
6.425000e+01,1.437406e-04,9.719973e-05,6.933938e-06,1.080053e-05,2.131464e-04,1.410056e-04,8.939928e-05,7.571053e-05
6.450000e+01,1.126803e-04,7.585832e-05,6.474452e-06,9.217323e-06,1.682703e-04,1.031958e-04,7.774074e-05,7.061655e-05
6.475000e+01,7.757918e-05,6.821858e-05,5.529580e-06,7.956552e-06,1.629135e-04,8.730172e-05,7.902443e-05,6.470352e-05
6.500000e+01,6.774865e-05,4.865579e-05,4.513150e-06,6.200242e-06,1.841169e-04,8.668951e-05,5.116144e-05,4.897626e-05
6.525000e+01,4.595932e-05,3.873325e-05,3.862993e-06,4.911235e-06,1.371524e-04,6.283426e-05,3.402674e-05,3.832155e-05
6.550000e+01,3.258599e-05,2.423103e-05,2.557279e-06,4.054977e-06,6.917523e-05,2.353556e-05,2.652228e-05,2.973483e-05
6.575000e+01,2.565199e-05,1.916063e-05,1.528376e-06,2.480105e-06,5.663649e-05,2.266579e-05,2.241661e-05,1.910797e-05
6.600000e+01,2.109826e-05,1.326847e-05,7.890909e-07,1.047675e-06,3.337690e-05,2.308007e-05,1.665912e-05,1.148744e-05
6.625000e+01,1.619443e-05,1.039143e-05,8.216531e-07,1.062115e-06,2.558012e-05,1.931416e-05,1.158752e-05,1.011051e-05
6.650000e+01,7.793162e-06,5.818890e-06,6.543723e-07,7.777719e-07,2.138253e-05,1.116721e-05,6.080443e-06,6.571526e-06
6.675000e+01,4.939367e-06,3.951344e-06,4.530327e-07,5.683991e-07,1.076880e-05,4.982639e-06,4.692170e-06,5.076796e-06
6.700000e+01,5.061525e-06,3.079063e-06,2.699228e-07,4.600722e-07,1.509086e-05,4.547015e-06,4.192923e-06,3.845918e-06
6.725000e+01,2.912306e-06,2.082064e-06,1.607397e-07,2.614641e-07,8.601198e-06,4.015296e-06,2.236157e-06,2.471913e-06
6.750000e+01,2.291673e-06,2.079301e-06,1.504778e-07,1.975665e-07,4.311624e-06,2.728158e-06,1.795478e-06,1.938939e-06
6.775000e+01,1.767633e-06,1.566630e-06,1.012758e-07,1.459934e-07,2.701307e-06,1.836051e-06,1.364970e-06,1.356403e-06
6.800000e+01,1.168729e-06,8.927431e-07,6.733533e-08,1.091066e-07,2.296711e-06,1.156209e-06,9.529176e-07,9.011960e-07
6.825000e+01,8.381499e-07,6.752813e-07,4.987353e-08,8.651266e-08,1.631318e-06,6.980604e-07,6.369839e-07,6.403046e-07
6.850000e+01,5.966166e-07,5.578735e-07,4.231548e-08,6.804197e-08,1.451147e-06,5.637373e-07,4.687231e-07,5.843192e-07
6.875000e+01,3.857678e-07,3.841931e-07,2.237125e-08,3.940899e-08,8.895981e-07,4.851456e-07,3.620299e-07,3.302664e-07
6.900000e+01,2.597717e-07,2.399831e-07,1.233833e-08,2.581317e-08,6.725958e-07,3.300166e-07,2.770764e-07,1.964258e-07
6.925000e+01,1.767129e-07,1.421566e-07,1.107910e-08,2.145343e-08,5.325849e-07,1.880976e-07,1.596065e-07,1.525524e-07
6.950000e+01,1.151331e-07,8.704303e-08,5.954428e-09,1.017563e-08,3.591487e-07,1.270953e-07,8.808260e-08,7.512286e-08
6.975000e+01,6.485603e-08,4.465199e-08,2.836914e-09,6.495201e-09,2.119431e-07,7.015670e-08,4.150535e-08,4.016516e-08
7.000000e+01,4.230794e-08,2.135519e-08,2.826395e-09,5.723795e-09,7.056601e-08,4.564410e-08,1.989966e-08,3.644785e-08
7.025000e+01,3.813134e-08,2.582806e-08,1.688261e-09,2.596714e-09,5.953916e-08,3.410675e-08,2.777095e-08,2.496375e-08
7.050000e+01,2.649346e-08,2.878876e-08,1.582006e-09,2.041533e-09,4.364256e-08,3.243899e-08,2.675534e-08,2.506984e-08
7.075000e+01,1.117182e-08,1.367096e-08,7.758633e-10,1.214761e-09,2.733444e-08,1.924502e-08,1.215597e-08,1.122960e-08
7.100000e+01,7.628557e-09,6.355355e-09,4.843285e-10,6.932595e-10,2.262623e-08,9.181793e-09,6.007435e-09,5.702817e-09
7.125000e+01,5.887161e-09,5.850469e-09,3.039053e-10,4.208118e-10,1.331695e-08,6.190185e-09,4.884124e-09,3.684523e-09
7.150000e+01,3.859885e-09,2.948773e-09,2.886118e-10,4.072103e-10,1.016797e-08,5.063609e-09,2.998264e-09,3.777471e-09
7.175000e+01,2.231942e-09,1.395675e-09,1.484552e-10,2.327229e-10,5.093048e-09,2.972398e-09,1.743239e-09,2.093118e-09
7.200000e+01,1.339042e-09,8.936679e-10,8.024027e-11,1.036427e-10,2.207529e-09,9.744414e-10,1.092493e-09,8.759088e-10
7.225000e+01,7.417970e-10,6.509816e-10,3.878209e-11,6.383619e-11,1.541370e-09,6.417363e-10,6.769851e-10,4.629645e-10
7.250000e+01,4.168749e-10,3.742911e-10,2.372621e-11,3.979803e-11,9.776070e-10,5.438755e-10,4.058355e-10,2.660169e-10
7.275000e+01,2.230014e-10,1.668965e-10,1.396533e-11,2.476605e-11,4.942482e-10,2.798898e-10,1.864591e-10,1.642748e-10
7.300000e+01,1.227839e-10,1.051624e-10,1.234919e-11,1.545083e-11,2.531839e-10,1.507441e-10,1.012708e-10,1.495685e-10
7.325000e+01,6.092972e-11,5.219685e-11,7.528098e-12,6.488793e-12,8.000085e-11,6.953930e-11,4.908902e-11,6.919514e-11
7.350000e+01,4.187559e-11,2.833542e-11,3.814841e-12,5.327692e-12,7.159834e-11,4.835662e-11,3.137766e-11,3.606438e-11
7.375000e+01,2.604024e-11,1.778994e-11,1.927064e-12,2.479398e-12,5.422691e-11,2.209686e-11,2.247201e-11,2.206503e-11
7.400000e+01,1.423085e-11,1.142624e-11,1.598078e-12,2.206696e-12,3.030684e-11,1.673771e-11,1.199804e-11,1.211570e-11
7.425000e+01,1.179306e-11,7.072811e-12,1.220613e-12,1.282643e-12,2.276130e-11,9.129804e-12,8.521979e-12,8.010523e-12
7.450000e+01,6.692420e-12,4.424506e-12,9.548848e-13,9.675493e-13,1.668234e-11,6.199019e-12,5.419768e-12,4.604126e-12
7.475000e+01,7.205334e-12,3.630449e-12,7.537655e-13,9.115472e-13,8.658446e-12,3.903414e-12,5.010122e-12,3.976241e-12
7.500000e+01,4.355972e-12,1.857216e-12,8.120608e-13,8.420667e-13,1.107428e-11,4.256614e-12,2.806315e-12,2.226777e-12
7.525000e+01,3.955243e-12,2.002558e-12,7.122911e-13,6.894765e-13,7.123987e-12,2.643923e-12,2.880089e-12,2.463285e-12
7.550000e+01,3.536456e-12,1.577204e-12,6.901133e-13,7.342130e-13,7.168535e-12,2.784015e-12,2.417346e-12,2.216708e-12
7.575000e+01,3.423783e-12,1.543799e-12,6.716015e-13,7.044360e-13,6.658412e-12,2.498495e-12,2.294896e-12,2.093897e-12
7.600000e+01,3.374411e-12,1.506522e-12,6.527020e-13,6.462572e-13,6.352153e-12,2.393302e-12,2.256700e-12,2.038293e-12
7.625000e+01,3.146143e-12,1.368563e-12,6.282076e-13,6.605323e-13,6.270409e-12,2.274209e-12,2.132294e-12,1.920392e-12
7.650000e+01,3.050305e-12,1.322914e-12,6.163095e-13,6.297389e-13,5.874579e-12,2.185321e-12,2.024479e-12,1.884683e-12
7.675000e+01,2.980640e-12,1.283316e-12,5.990050e-13,6.150128e-13,5.763304e-12,2.098283e-12,1.982653e-12,1.826878e-12
7.700000e+01,2.863971e-12,1.223326e-12,5.864421e-13,6.005452e-13,5.542635e-12,2.030111e-12,1.902152e-12,1.773291e-12
7.725000e+01,2.789932e-12,1.186083e-12,5.746408e-13,5.885107e-13,5.401563e-12,1.970624e-12,1.845935e-12,1.736333e-12
7.750000e+01,2.718322e-12,1.147786e-12,5.632537e-13,5.755054e-13,5.248762e-12,1.911358e-12,1.793085e-12,1.691822e-12
7.775000e+01,2.652590e-12,1.114197e-12,5.535929e-13,5.656075e-13,5.121256e-12,1.862151e-12,1.744389e-12,1.658479e-12
7.800000e+01,2.595483e-12,1.083983e-12,5.448644e-13,5.561195e-13,5.007256e-12,1.816556e-12,1.702499e-12,1.626548e-12
7.825000e+01,2.545371e-12,1.058083e-12,5.372707e-13,5.479751e-13,4.907990e-12,1.777589e-12,1.665813e-12,1.599948e-12
7.850000e+01,2.503008e-12,1.036030e-12,5.307231e-13,5.409547e-13,4.823192e-12,1.744329e-12,1.634720e-12,1.576767e-12
7.875000e+01,2.467334e-12,1.017504e-12,5.252198e-13,5.350542e-13,4.752009e-12,1.716355e-12,1.608557e-12,1.557334e-12
7.900000e+01,2.438385e-12,1.002473e-12,5.207382e-13,5.302545e-13,4.694231e-12,1.693665e-12,1.587325e-12,1.541572e-12
7.925000e+01,2.416031e-12,9.908649e-13,5.172669e-13,5.265377e-13,4.649570e-12,1.676132e-12,1.570933e-12,1.529389e-12
7.950000e+01,2.400142e-12,9.826173e-13,5.147953e-13,5.238922e-13,4.617817e-12,1.663669e-12,1.559284e-12,1.520727e-12
7.975000e+01,2.390641e-12,9.776858e-13,5.133155e-13,5.223084e-13,4.598826e-12,1.656215e-12,1.552318e-12,1.515547e-12
8.000000e+01,1.193740e-12,4.880225e-13,2.564114e-13,2.608905e-13,2.296252e-12,8.268674e-13,7.750002e-13,7.569115e-13
